name,category,selected_migration,selected_value,old_value,migration_final_value,current_log41_value,old_vs_current,migration_final_vs_current,selected_vs_current
MOT_BAT_VOLT_MIN,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_BOOST_SCALE,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_HOVER_LEARN,hardware_specific,False,,2.0,2.0,2.0,same,same,not_selected
MOT_IDLE_SEC,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_OPTIONS,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_PWM_MAX,hardware_specific,False,,2001.0,2000.0,2000.0,different,same,not_selected
MOT_PWM_MIN,hardware_specific,False,,1000.0,1000.0,1000.0,same,same,not_selected
MOT_PWM_TYPE,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_SAFE_DISARM,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_SAFE_TIME,hardware_specific,False,,1.0,1.0,1.0,same,same,not_selected
MOT_SLEW_DN_TIME,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_SLEW_UP_TIME,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_SPIN_ARM,hardware_specific,False,,0.100000001,0.100000001,0.0,different,different,not_selected
MOT_SPIN_MAX,hardware_specific,False,,0.949999988,0.949999988,0.949999988079071,same,same,not_selected
MOT_SPIN_MIN,hardware_specific,False,,0.150000006,0.150000006,0.15000000596046448,same,same,not_selected
MOT_SPOOL_TIME,hardware_specific,False,,0.5,0.5,0.5,same,same,not_selected
MOT_SPOOL_TIM_DN,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
MOT_THST_EXPO,hardware_specific,False,,0.649999976,0.649999976,0.6499999761581421,same,same,not_selected
MOT_THST_HOVER,hardware_specific,False,,0.6875,0.349999994,0.6803902983665466,different,different,not_selected
MOT_YAW_HEADROOM,hardware_specific,False,,200.0,200.0,200.0,same,same,not_selected
MSP_OPTIONS,other,False,,0.0,0.0,0.0,same,same,not_selected
MSP_OSD_NCELLS,other,False,,0.0,0.0,0.0,same,same,not_selected
NMEA_MSG_EN,other,False,,3.0,3.0,3.0,same,same,not_selected
NMEA_RATE_MS,other,False,,100.0,100.0,100.0,same,same,not_selected
NTF_BUZZ_ON_LVL,other,False,,1.0,1.0,1.0,same,same,not_selected
NTF_BUZZ_PIN,other,False,,-1.0,-1.0,-1.0,same,same,not_selected
NTF_BUZZ_TYPES,other,False,,5.0,5.0,5.0,same,same,not_selected
NTF_BUZZ_VOLUME,other,False,,100.0,100.0,100.0,same,same,not_selected
NTF_DISPLAY_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
NTF_LED_BRIGHT,other,False,,3.0,3.0,3.0,same,same,not_selected
NTF_LED_LEN,other,False,,1.0,1.0,1.0,same,same,not_selected
NTF_LED_OVERRIDE,other,False,,0.0,0.0,0.0,same,same,not_selected
NTF_LED_TYPES,other,False,,123079.0,123079.0,123079.0,same,same,not_selected
NTF_OREO_THEME,other,False,,0.0,0.0,0.0,same,same,not_selected
OA_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
OSD_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
PHLD_BRK_ANGLE,other,False,,30.0,30.0,30.0,same,same,not_selected
PHLD_BRK_RATE,other,False,,8.0,8.0,8.0,same,same,not_selected
PILOT_ACC_Z,other,False,,2.5,2.5,2.5,same,same,not_selected
PILOT_SPD_DN,other,False,,0.0,0.0,0.0,same,same,not_selected
PILOT_SPD_UP,other,False,,2.5,2.5,2.5,same,same,not_selected
PILOT_THR_BHV,landing,True,4.0,4.0,4.0,4.0,same,same,same
PILOT_THR_FILT,landing,False,,0.0,0.0,0.0,same,same,not_selected
PILOT_TKO_ALT_M,other,False,,0.0,0.0,0.0,same,same,not_selected
PILOT_Y_EXPO,other,False,,0.0,0.0,0.0,same,same,not_selected
PILOT_Y_RATE,other,False,,202.5,202.5,202.5,same,same,not_selected
PILOT_Y_RATE_TC,other,False,,0.0,0.0,0.0,same,same,not_selected
PLDP_DELAY,other,False,,0.0,0.0,0.0,same,same,not_selected
PLDP_RNG_MAX,other,False,,0.0,0.0,0.0,same,same,not_selected
PLDP_SPEED_DN,other,False,,0.0,0.0,0.0,same,same,not_selected
PLDP_THRESH,other,False,,0.899999976,0.899999976,0.8999999761581421,same,same,not_selected
PLND_ACC_P_NSE,landing,True,2.5,2.5,2.5,2.5,same,same,same
PLND_ALT_MAX,landing,True,8.0,8.0,8.0,8.0,same,same,same
PLND_ALT_MIN,landing,True,0.75,0.75,0.75,0.75,same,same,same
PLND_BUS,landing,False,,-1.0,-1.0,-1.0,same,same,not_selected
PLND_CAM_POS_X,landing,False,,0.0,0.0,0.0,same,same,not_selected
PLND_CAM_POS_Y,landing,False,,0.0,0.0,0.0,same,same,not_selected
PLND_CAM_POS_Z,landing,False,,0.0,0.0,0.0,same,same,not_selected
PLND_ENABLED,landing,True,1.0,1.0,1.0,1.0,same,same,same
PLND_EST_TYPE,landing,True,1.0,1.0,1.0,1.0,same,same,same
PLND_LAG,landing,True,0.02,0.0199999996,0.0199999996,0.019999999552965164,same,same,same
PLND_LAND_OFS_X,landing,False,,0.0,0.0,0.0,same,same,not_selected
PLND_LAND_OFS_Y,landing,False,,0.0,0.0,0.0,same,same,not_selected
PLND_OPTIONS,landing,True,1.0,1.0,1.0,1.0,same,same,same
PLND_RET_BEHAVE,landing,True,0.0,0.0,0.0,0.0,same,same,same
PLND_RET_MAX,landing,True,4.0,4.0,4.0,4.0,same,same,same
PLND_STRICT,landing,True,1.0,1.0,1.0,1.0,same,same,same
PLND_TIMEOUT,landing,True,4.0,4.0,4.0,4.0,same,same,same
PLND_TYPE,landing,True,1.0,1.0,1.0,1.0,same,same,same
PLND_XY_DIST_MAX,landing,True,2.5,2.5,2.5,2.5,same,same,same
PLND_YAW_ALIGN,landing,True,0.0,0.0,0.0,0.0,same,same,same
PRX1_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
PRX2_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
PRX3_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
PRX4_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
PRX5_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
PRX_ALT_MIN,other,False,,1.0,1.0,1.0,same,same,not_selected
PRX_FILT,other,False,,0.25,0.25,0.25,same,same,not_selected
PRX_IGN_GND,other,False,,0.0,0.0,0.0,same,same,not_selected
PRX_LOG_RAW,other,False,,0.0,0.0,0.0,same,same,not_selected
PSC_ANGLE_MAX,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_D,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_D_FF,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_FF,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_FLTD,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_FLTE,hardware_specific,False,,20.0,20.0,20.0,same,same,not_selected
PSC_D_ACC_FLTT,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_I,hardware_specific,False,,0.100000001,0.100000001,0.10000000149011612,same,same,not_selected
PSC_D_ACC_IMAX,hardware_specific,False,,0.800000012,0.800000012,0.800000011920929,same,same,not_selected
PSC_D_ACC_NEF,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_NTF,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_P,hardware_specific,False,,0.0500000007,0.0500000007,0.05000000074505806,same,same,not_selected
PSC_D_ACC_PDMX,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_ACC_SMAX,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_POS_P,hardware_specific,False,,1.0,1.0,1.0,same,same,not_selected
PSC_D_VEL_D,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_VEL_FF,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_VEL_FLTD,hardware_specific,False,,5.0,5.0,5.0,same,same,not_selected
PSC_D_VEL_FLTE,hardware_specific,False,,5.0,5.0,5.0,same,same,not_selected
PSC_D_VEL_I,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_D_VEL_IMAX,hardware_specific,False,,10.0,10.0,10.0,same,same,not_selected
PSC_D_VEL_P,hardware_specific,False,,5.0,5.0,5.0,same,same,not_selected
PSC_JERK_D,hardware_specific,False,,5.0,5.0,5.0,same,same,not_selected
PSC_JERK_NE,hardware_specific,False,,5.0,5.0,5.0,same,same,not_selected
PSC_NE_POS_P,hardware_specific,False,,1.0,1.0,1.0,same,same,not_selected
PSC_NE_VEL_D,hardware_specific,False,,0.25,0.25,0.25,same,same,not_selected
PSC_NE_VEL_FF,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
PSC_NE_VEL_FLTD,hardware_specific,False,,5.0,5.0,5.0,same,same,not_selected
PSC_NE_VEL_FLTE,hardware_specific,False,,5.0,5.0,5.0,same,same,not_selected
PSC_NE_VEL_I,hardware_specific,False,,1.0,1.0,1.0,same,same,not_selected
PSC_NE_VEL_IMAX,hardware_specific,False,,10.0,10.0,10.0,same,same,not_selected
PSC_NE_VEL_P,hardware_specific,False,,2.0,2.0,2.0,same,same,not_selected
RALLY_INCL_HOME,other,False,,1.0,1.0,1.0,same,same,not_selected
RALLY_LIMIT_KM,other,False,,0.300000012,0.300000012,0.30000001192092896,same,same,not_selected
RALLY_TOTAL,other,False,,0.0,0.0,0.0,same,same,not_selected
RC10_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC10_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC10_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC10_OPTION,rc_mode_mapping,False,,90.0,0.0,0.0,different,same,not_selected
RC10_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC10_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC11_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC11_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC11_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC11_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC11_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC11_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC12_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC12_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC12_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC12_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC12_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC12_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC13_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC13_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC13_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC13_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC13_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC13_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC14_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC14_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC14_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC14_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC14_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC14_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC15_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC15_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC15_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC15_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC15_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC15_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC16_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC16_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC16_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC16_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC16_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC16_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC1_DZ,hardware_specific,False,,20.0,20.0,20.0,same,same,not_selected
RC1_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
RC1_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC1_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC1_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC1_TRIM,hardware_specific,False,,1508.0,1500.0,1500.0,different,same,not_selected
RC2_DZ,hardware_specific,False,,20.0,20.0,20.0,same,same,not_selected
RC2_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
RC2_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC2_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC2_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC2_TRIM,hardware_specific,False,,1502.0,1500.0,1500.0,different,same,not_selected
RC3_DZ,hardware_specific,False,,30.0,30.0,30.0,same,same,not_selected
RC3_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
RC3_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC3_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC3_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC3_TRIM,hardware_specific,False,,1668.0,1500.0,1500.0,different,same,not_selected
RC4_DZ,hardware_specific,False,,20.0,20.0,20.0,same,same,not_selected
RC4_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
RC4_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC4_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC4_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC4_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC5_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC5_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
RC5_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC5_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC5_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC5_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC6_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC6_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
RC6_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC6_OPTION,rc_mode_mapping,True,0.0,0.0,0.0,0.0,same,same,same
RC6_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC6_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC7_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC7_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC7_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC7_OPTION,rc_mode_mapping,True,90.0,90.0,90.0,90.0,same,same,same
RC7_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC7_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC8_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC8_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
RC8_MIN,hardware_specific,False,,1000.0,1100.0,1100.0,different,same,not_selected
RC8_OPTION,rc_mode_mapping,True,0.0,0.0,0.0,0.0,same,same,same
RC8_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC8_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RC9_DZ,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC9_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
RC9_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
RC9_OPTION,rc_mode_mapping,False,,0.0,0.0,0.0,same,same,not_selected
RC9_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
RC9_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
RCMAP_PITCH,rc_mode_mapping,True,2.0,2.0,2.0,2.0,same,same,same
RCMAP_ROLL,rc_mode_mapping,True,1.0,1.0,1.0,1.0,same,same,same
RCMAP_THROTTLE,rc_mode_mapping,True,3.0,3.0,3.0,3.0,same,same,same
RCMAP_YAW,rc_mode_mapping,True,4.0,4.0,4.0,4.0,same,same,same
RC_FS_TIMEOUT,rc_mode_mapping,False,,1.0,1.0,1.0,same,same,not_selected
RC_OPTIONS,rc_mode_mapping,True,32.0,32.0,32.0,32.0,same,same,same
RC_OVERRIDE_TIME,rc_mode_mapping,False,,3.0,3.0,3.0,same,same,not_selected
RC_PROTOCOLS,rc_mode_mapping,False,,1.0,1.0,1.0,same,same,not_selected
RC_SPEED,rc_mode_mapping,False,,490.0,490.0,490.0,same,same,not_selected
RELAY1_FUNCTION,other,False,,0.0,0.0,0.0,same,same,not_selected
RELAY2_FUNCTION,other,False,,0.0,0.0,0.0,same,same,not_selected
RELAY3_FUNCTION,other,False,,0.0,0.0,0.0,same,same,not_selected
RELAY4_FUNCTION,other,False,,0.0,0.0,0.0,same,same,not_selected
RELAY5_FUNCTION,other,False,,0.0,0.0,0.0,same,same,not_selected
RELAY6_FUNCTION,other,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_ADDR,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_FUNCTION,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_GNDCLR,navigation_sensor,False,,0.129999995,0.100000001,0.10000000149011612,different,same,not_selected
RNGFND1_MAX,navigation_sensor,True,8.0,8.0,8.0,8.0,same,same,same
RNGFND1_MIN,navigation_sensor,True,0.01,0.00999999978,0.00999999978,0.009999999776482582,same,same,same
RNGFND1_OFFSET,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_ORIENT,navigation_sensor,True,25.0,25.0,25.0,25.0,same,same,same
RNGFND1_PIN,navigation_sensor,False,,-1.0,-1.0,-1.0,same,same,not_selected
RNGFND1_POS_X,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_POS_Y,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_POS_Z,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_PWRRNG,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND1_RMETRIC,navigation_sensor,True,1.0,1.0,1.0,1.0,same,same,same
RNGFND1_SCALING,navigation_sensor,False,,3.0,3.0,3.0,same,same,not_selected
RNGFND1_STOP_PIN,navigation_sensor,False,,-1.0,-1.0,-1.0,same,same,not_selected
RNGFND1_TYPE,navigation_sensor,True,10.0,10.0,10.0,10.0,same,same,same
RNGFND2_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND3_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND4_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND5_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND6_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND7_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND8_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND9_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFNDA_TYPE,navigation_sensor,False,,0.0,0.0,0.0,same,same,not_selected
RNGFND_FILT,navigation_sensor,False,,0.5,0.5,0.5,same,same,not_selected
RPM1_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
RPM2_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
RSSI_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
RTL_ALT_FINAL_M,other,False,,0.0,0.0,0.0,same,same,not_selected
RTL_ALT_M,other,False,,15.0,15.0,15.0,same,same,not_selected
RTL_ALT_TYPE,other,False,,0.0,0.0,0.0,same,same,not_selected
RTL_CLIMB_MIN_M,other,False,,0.0,0.0,0.0,same,same,not_selected
RTL_CONE_SLOPE,other,False,,3.0,3.0,3.0,same,same,not_selected
RTL_LOIT_TIME,other,False,,5000.0,5000.0,5000.0,same,same,not_selected
RTL_OPTIONS,other,False,,0.0,0.0,0.0,same,same,not_selected
RTL_SPEED_MS,other,False,,0.0,0.0,0.0,same,same,not_selected
SCHED_DEBUG,other,False,,0.0,0.0,0.0,same,same,not_selected
SCHED_LOOP_RATE,other,False,,400.0,400.0,400.0,same,same,not_selected
SCHED_OPTIONS,other,False,,0.0,0.0,0.0,same,same,not_selected
SCR_ENABLE,other,False,,0.0,0.0,0.0,same,same,not_selected
SERIAL0_BAUD,serial_telemetry,False,,115.0,115.0,115.0,same,same,not_selected
SERIAL0_PROTOCOL,serial_telemetry,False,,2.0,2.0,2.0,same,same,not_selected
SERIAL1_BAUD,serial_telemetry,True,57.0,57.0,57.0,57.0,same,same,same
SERIAL1_OPTIONS,serial_telemetry,True,0.0,0.0,0.0,0.0,same,same,same
SERIAL1_PROTOCOL,serial_telemetry,True,2.0,2.0,2.0,2.0,same,same,same
SERIAL2_BAUD,serial_telemetry,True,115.0,115.0,115.0,115.0,same,same,same
SERIAL2_OPTIONS,serial_telemetry,True,0.0,0.0,0.0,0.0,same,same,same
SERIAL2_PROTOCOL,serial_telemetry,True,1.0,1.0,1.0,1.0,same,same,same
SERIAL3_BAUD,serial_telemetry,False,,230.0,230.0,230.0,same,same,not_selected
SERIAL3_OPTIONS,serial_telemetry,False,,0.0,0.0,0.0,same,same,not_selected
SERIAL3_PROTOCOL,serial_telemetry,False,,5.0,5.0,5.0,same,same,not_selected
SERIAL4_BAUD,serial_telemetry,False,,230.0,230.0,230.0,same,same,not_selected
SERIAL4_OPTIONS,serial_telemetry,False,,0.0,0.0,0.0,same,same,not_selected
SERIAL4_PROTOCOL,serial_telemetry,False,,5.0,5.0,5.0,same,same,not_selected
SERIAL5_BAUD,serial_telemetry,False,,57.0,57.0,57.0,same,same,not_selected
SERIAL5_OPTIONS,serial_telemetry,False,,0.0,0.0,0.0,same,same,not_selected
SERIAL5_PROTOCOL,serial_telemetry,False,,-1.0,-1.0,-1.0,same,same,not_selected
SERIAL_PASS1,serial_telemetry,False,,0.0,0.0,0.0,same,same,not_selected
SERIAL_PASS2,serial_telemetry,False,,-1.0,-1.0,-1.0,same,same,not_selected
SERIAL_PASSTIMO,serial_telemetry,False,,15.0,15.0,15.0,same,same,not_selected
SERVO10_FUNCTION,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO10_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
SERVO10_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
SERVO10_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO10_TRIM,hardware_specific,False,,0.0,1500.0,1500.0,different,same,not_selected
SERVO11_FUNCTION,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO11_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
SERVO11_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
SERVO11_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO11_TRIM,hardware_specific,False,,0.0,1500.0,1500.0,different,same,not_selected
SERVO12_FUNCTION,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO12_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
SERVO12_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
SERVO12_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO12_TRIM,hardware_specific,False,,0.0,1500.0,1500.0,different,same,not_selected
SERVO13_FUNCTION,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO13_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
SERVO13_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
SERVO13_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO13_TRIM,hardware_specific,False,,0.0,1500.0,1500.0,different,same,not_selected
SERVO14_FUNCTION,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO14_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
SERVO14_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
SERVO14_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO14_TRIM,hardware_specific,False,,0.0,1500.0,1500.0,different,same,not_selected
SERVO15_FUNCTION,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO15_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
SERVO15_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
SERVO15_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO15_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
SERVO16_FUNCTION,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO16_MAX,hardware_specific,False,,1900.0,1900.0,1900.0,same,same,not_selected
SERVO16_MIN,hardware_specific,False,,1100.0,1100.0,1100.0,same,same,not_selected
SERVO16_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO16_TRIM,hardware_specific,False,,1500.0,1500.0,1500.0,same,same,not_selected
SERVO1_FUNCTION,hardware_specific,False,,33.0,33.0,33.0,same,same,not_selected
SERVO1_MAX,hardware_specific,False,,2000.0,1900.0,1900.0,different,same,not_selected
SERVO1_MIN,hardware_specific,False,,1037.0,1100.0,1100.0,different,same,not_selected
SERVO1_REVERSED,hardware_specific,False,,0.0,0.0,0.0,same,same,not_selected
SERVO1_TRIM,hardware_specific,False,,1529.0,1500.0,1500.0,different,same,not_selected
