timestamp_monotonic,timestamp_utc,tag_id,center_x_px,center_y_px,area_px2,x_m,y_m,z_m,distance_m,reprojection_error_px,decision_margin,hamming,valid
18608.326184497,2026-08-05T10:41:43.404807+00:00,0,747.7766723632812,565.3883666992188,514753.8794757663,0.07481487088613141,0.02687971809132453,1.2987643328883378,1.301195057066106,8.447623424716512e-06,75.30977630615234,0,True
18608.494201075,2026-08-05T10:41:43.572823+00:00,0,748.3473510742188,564.8880615234375,514942.32118371595,0.07497351923923731,0.026736402568582448,1.2988438955730082,1.3012806495436304,8.671320154131535e-06,75.38013458251953,0,True
18608.664507903,2026-08-05T10:41:43.743129+00:00,0,748.8077392578125,564.4396362304688,514797.43714152393,0.0751041645667811,0.026625927307730612,1.2987729625004436,1.3012151181347569,8.3781400662705e-06,74.47174072265625,0,True
18608.832126967,2026-08-05T10:41:43.910748+00:00,0,749.4625244140625,563.894287109375,514879.96784570185,0.07528215603705904,0.02647588823124289,1.2988416614274487,1.3012909118006,8.878331938274688e-06,74.14810180664062,0,True
18608.997982792,2026-08-05T10:41:44.076605+00:00,0,749.969970703125,563.430908203125,514821.0093476856,0.07542657281467838,0.02635667782008025,1.2988085616278449,1.3012638172600015,8.630708813034089e-06,74.88372802734375,0,True
18609.162776685,2026-08-05T10:41:44.241398+00:00,0,750.5344848632812,562.9419555664062,514837.35871439637,0.07559153305674515,0.026222326223037017,1.2990078762420065,1.3014696127075671,8.684441383802741e-06,74.36685180664062,0,True
18609.332941683,2026-08-05T10:41:44.411563+00:00,0,750.90478515625,562.6432495117188,514766.60374929896,0.07567943825649957,0.026153531496402278,1.298664631273887,1.3011307425106415,8.51702336295392e-06,74.24658966064453,0,True
18609.499383408,2026-08-05T10:41:44.578006+00:00,0,751.610107421875,562.0523071289062,514965.53065708745,0.0758726972861119,0.025986714751853924,1.298710110286123,1.3011840477413092,8.512661615137765e-06,73.97339630126953,0,True
18609.67129757,2026-08-05T10:41:44.749919+00:00,0,752.0553588867188,561.6638793945312,514947.0111767831,0.07600252141060938,0.025883475750940386,1.2987196084896093,1.301199046669311,8.684172434449427e-06,74.64259338378906,0,True
18609.843092845,2026-08-05T10:41:44.921714+00:00,0,752.4920654296875,561.285888671875,514795.2736940803,0.0761428115124635,0.025782883966633426,1.29909018055999,1.3015751158031743,8.819691158530471e-06,75.35475158691406,0,True
18610.009931918,2026-08-05T10:41:45.088553+00:00,0,752.9827270507812,560.914794921875,514680.66191667505,0.07626395260095016,0.025697843259787773,1.2987836643259787,1.3012745968221084,7.88651269554313e-06,76.7548599243164,0,True
18610.166331668,2026-08-05T10:41:45.244953+00:00,0,753.5174560546875,560.5101928710938,514713.46491613355,0.07644647774528228,0.025573557268856167,1.299437169396154,1.3019351089817541,9.097488652999333e-06,77.17401123046875,0,True
18610.331349151,2026-08-05T10:41:45.409970+00:00,0,753.8884887695312,560.1199340820312,514761.8721243208,0.07652083214980127,0.025481315975104838,1.2988721525223768,1.3013737371773082,7.897524561765275e-06,77.25666809082031,0,True
18610.48831021,2026-08-05T10:41:45.566933+00:00,0,754.4747314453125,559.666259765625,514860.99207459996,0.07669982940360656,0.025346524016213522,1.2992842974032126,1.3017929926024363,8.993068273503023e-06,76.9946060180664,0,True
18610.65597481,2026-08-05T10:41:45.734596+00:00,0,754.6268310546875,559.4296264648438,514926.94856985286,0.0767352396377951,0.02528565300067864,1.299051633107793,1.3015616799560306,8.639307094016127e-06,76.66458892822266,0,True
18610.819064427,2026-08-05T10:41:45.897686+00:00,0,754.9923095703125,559.1273193359375,515024.78721019905,0.07680112181924885,0.025215097806855553,1.298411077655354,1.3009248787106202,7.976299459690673e-06,76.31095123291016,0,True
18610.989875676,2026-08-05T10:41:46.068497+00:00,0,755.4146728515625,558.828125,515037.23067783564,0.07695025666478711,0.025119820825643083,1.2990695011847542,1.301588996691158,9.284474521672618e-06,76.4528579711914,0,True
18611.157910198,2026-08-05T10:41:46.236531+00:00,0,755.81005859375,558.4200439453125,515056.0787112657,0.07702959727856697,0.025025696170097814,1.29842551325539,1.3009491372833217,8.125531396264918e-06,77.30769348144531,0,True
18611.322395873,2026-08-05T10:41:46.401018+00:00,0,756.3191528320312,557.9970703125,515137.10012673866,0.07719828227773923,0.0248969772783621,1.2989778929516402,1.3015079717932256,8.872952943303534e-06,77.15237426757812,0,True
18611.489658312,2026-08-05T10:41:46.568280+00:00,0,756.726318359375,557.6161499023438,515038.302572137,0.07728858018244769,0.024812564973789773,1.2984857234610168,1.3010205079241746,7.951613755361884e-06,76.87873840332031,0,True
